"cueanexo","cuise","nombre","departamento","municipio","sector","ambito","oferta","matricula"
"540184201","3108","U.G.L. Nº 08 (Ext. Esc. Nº 22)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","44"
"540184202","3108","U.G.L. Nº 08 (Ext. Esc. Nº 235)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","22"
"540184203","3108","U.G.L.Nº 08 (Ext. Esc. Nº 383)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","8"
"540184205","3108","U.G.L. Nº 08 (Ext. Esc. Nº 410)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","19"
"540184206","3108","U.G.L. Nº 08 (Ext. Esc. Nº 415)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","12"
"540184207","3108","U.G.L. Nº 08 (Ext. Esc. Nº 432)","GUARANI","SAN VICENTE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","51"
"540184208","3108","U.G.L. Nº 08 (Ext. Esc. Nº 471)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","24"
"540184209","3108","U.G.L. Nº 08 (Ext. Esc. Nº 473)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","47"
"540184210","3108","U.G.L. Nº 08 (Ext. Esc. Nº 499)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","8"
"540184211","3108","U.G.L. Nº 08 (Ext. Esc. Nº 517)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","22"
"540184212","3108","U.G.L. Nº 08 (Ext. Esc. Nº 532)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","31"
"540184213","3108","U.G.L. Nº 08 (Ext. Esc. Nº 549)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","15"
"540184214","3108","U.G.L. Nº 08 (Ext. Esc. Nº 595)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","20"
"540184215","3108","U.G.L. Nº 08 (Ext. Esc. Nº 734)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","29"
"540184217","3108","U.G.L. Nº 08 (Ext. Esc. Nº 814)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","7"
"540184218","3108","U.G.L. Nº 08 (Ext. Esc. Nº 854)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","9"
"540184219","3108","U.G.L. Nº 08 (Ext. Esc. Nº 861)","CAINGUAS","DOS DE MAYO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","37"
"540184301","3109","U.G.L. Nº 09 (Ext. Esc. Nº 461)","OBERA","LOS HELECHOS","Estatal","Rural","Común - Secundaria Completa req. 7 años ","7"
"540184302","3109","U.G.L. Nº 09 (Ext. Esc. Nº 691)","OBERA","PANAMBI","Estatal","Rural","Común - Secundaria Completa req. 7 años ","18"
"540184303","3109","U.G.L. Nº 09 (Ext. Esc. Nº 525)","OBERA","GUARANI","Estatal","Rural","Común - Secundaria Completa req. 7 años ","26"
"540184304","3109","U.G.L. Nº 09 (Ext. Esc. Nº 261)","OBERA","GUARANI","Estatal","Rural","Común - Secundaria Completa req. 7 años ","23"
"540184308","3109","U.G.L. Nº 09 (Ext. Esc. Nº 584)","OBERA","PANAMBI","Estatal","Rural","Común - Secundaria Completa req. 7 años ","23"
"540184309","3109","U.G.L. Nº 09 (Ext. Esc. Nº 153)","OBERA","SAN MARTIN","Estatal","Rural","Común - Secundaria Completa req. 7 años ","32"
"540184310","3109","U.G.L. Nº 09 (Ext. Esc. Nº 888)","OBERA","PANAMBI","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","12"
"540184401","3110","U.G.L. Nº 10 (Ext. Esc. Nº 217)","OBERA","OBERA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","16"
"540184402","3110","U.G.L. Nº 10 (Ext. Esc. Nº 290)","OBERA","CAMPO VIERA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","17"
"540184403","3110","U.G.L. Nº 10 (Ext. Esc. Nº 312)","OBERA","CAMPO RAMON","Estatal","Rural","Común - Secundaria Completa req. 7 años ","8"
"540184404","3110","U.G.L. Nº 10 (Ext. Esc. Nº 338)","OBERA","CAMPO RAMON","Estatal","Rural","Común - Secundaria Completa req. 7 años ","12"
"540184405","3110","U.G.L. Nº 10 (Ext. Esc. Nº 358)","OBERA","CAMPO RAMON","Estatal","Rural","Común - Secundaria Completa req. 7 años ","31"
"540184406","3110","U.G.L. Nº 10 (Ext. Esc. Nº 456)","OBERA","CAMPO RAMON","Estatal","Rural","Común - Secundaria Completa req. 7 años ","12"
"540184407","3110","U.G.L. Nº 10 (Ext. Esc. Nº 488)","OBERA","CAMPO RAMON","Estatal","Rural","Común - Secundaria Completa req. 7 años ","5"
"540184408","3110","U.G.L. Nº 10 (Ext. Esc. Nº 639)","OBERA","CAMPO RAMON","Estatal","Rural","Común - Secundaria Completa req. 7 años ","25"
"540184409","3110","U.G.L. Nº 10 (Ext. Esc. Nº 702)","OBERA","CAMPO RAMON","Estatal","Rural","Común - Secundaria Completa req. 7 años ","26"
"540184501","3111","U.G.L. Nº 11 (Ext. Esc. Nº 226)","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural","Común - Secundaria Completa req. 7 años ","22"
"540184503","3111","U.G.L. Nº 11 (Ext. Esc. Nº 55)","LEANDRO N. ALEM","SAN JAVIER","Estatal","Rural","Común - Secundaria Completa req. 7 años ","41"
"540184506","3111","U.G.L. Nº 11 (Ext. Esc. Nº 139)","LEANDRO N. ALEM","CERRO AZUL","Estatal","Rural","Común - Secundaria Completa req. 7 años ","17"
"540184507","3111","U.G.L. Nº 11 (Ext. Esc. Nº 148)","LEANDRO N. ALEM","ARROYO DEL MEDIO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","13"
"540184510","3111","U.G.L. Nº 11 (Ext. Esc. Nº 176)","LEANDRO N. ALEM","DOS ARROYOS","Estatal","Rural","Común - Secundaria Completa req. 7 años ","38"
"540184511","3111","U.G.L. Nº 11 (Ext. Esc. Nº 178)","LEANDRO N. ALEM","ARROYO DEL MEDIO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","29"
"540184512","3111","U.G.L. Nº 11 (Ext. Esc. Nº 195)","LEANDRO N. ALEM","GOBERNADOR LOPEZ","Estatal","Rural","Común - Secundaria Completa req. 7 años ","26"
"540184513","3111","U.G.L. Nº 11 (Ext. Esc. Nº 196)","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural","Común - Secundaria Completa req. 7 años ","26"
"540184514","3111","U.G.L. Nº 11 (Ext. Esc. Nº 257)","LEANDRO N. ALEM","DOS ARROYOS","Estatal","Rural","Común - Secundaria Completa req. 7 años ","9"
"540184515","3111","U.G.L. Nº 11 (Ext. Esc. Nº 620)","LEANDRO N. ALEM","SAN JAVIER","Estatal","Rural","Común - Secundaria Completa req. 7 años ","17"
"540184516","3111","U.G.L. Nº 11 (Ext. Esc. Nº 624)","LEANDRO N. ALEM","DOS ARROYOS","Estatal","Rural","Común - Secundaria Completa req. 7 años ","44"
"540184517","3111","U.G.L. Nº 11 (Ext. Esc. Nº 629)","LEANDRO N. ALEM","LEANDRO N. ALEM","Estatal","Rural","Común - Secundaria Completa req. 7 años ","14"
"540184518","3111","U.G.L. Nº 11 (Ext. Esc. Nº 712)","LEANDRO N. ALEM","ARROYO DEL MEDIO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","3"
"540184519","3111","U.G.L. Nº 11 (Ext. Esc. Nº 772)","LEANDRO N. ALEM","ARROYO DEL MEDIO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","37"
"540184521","3111","U.G.L. Nº 11 (Ext. Esc. Nº 337)","LEANDRO N. ALEM","ARROYO DEL MEDIO","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","17"
"540184522","3111","U.G.L. Nº 11 (Ext. Esc. Nº 63)","APOSTOLES","AZARA","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","33"
"540184602","3112","U.G.L. Nº 12 (Ext. Esc. Nº 259)","SAN IGNACIO","GOBERNADOR ROCA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","15"
"540184603","3112","U.G.L. Nº 12 (Ext. Esc. Nº 480)","SAN IGNACIO","SAN IGNACIO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","13"
"540184604","3112","U.G.L. Nº 12 (Ext. Esc. Nº 313)","SAN IGNACIO","SAN IGNACIO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","17"
"540184606","3112","U.G.L. Nº 12 (Ext. Esc. Nº 559)","SAN IGNACIO","SANTO PIPO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","24"
"540184607","3112","U.G.L. Nº 12 (Ext. Esc. Nº 368)","SAN IGNACIO","SANTO PIPO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","6"
"540184610","3112","U.G.L. Nº 12 (Ext. Esc. Nº 727)","SAN IGNACIO","JARDIN AMERICA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","62"
"540184612","3112","U.G.L. Nº 12 (Ext. Esc. Nº 465)","SAN IGNACIO","JARDIN AMERICA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","13"
"540184613","3112","U.G.L. Nº 12 (Ext. Aula Sat. Nº 01: ""ESC. Nº 743"")","SAN IGNACIO","GOBERNADOR ROCA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","4"
"540184615","3112","U.G.L. Nº 12 (Ext. Esc. Nº 44)","SAN IGNACIO","SAN IGNACIO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","38"
"540184616","3112","U.G.L. Nº 12 (Ext. Esc. Nº 378)","SAN IGNACIO","JARDIN AMERICA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","15"
"540184701","3113","U.G.L. Nº 13 (Ext. Esc. Nº 440)","SAN IGNACIO","JARDIN AMERICA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","34"
"540184702","3113","U.G.L. Nº 13 (Ext. Esc. Nº 648)","LIBERTADOR GENERAL SAN MARTIN","CAPIOVI","Estatal","Rural","Común - Secundaria Completa req. 7 años ","59"
"540184704","3113","U.G.L. Nº 13 (Ext. Esc. Nº 632)","LIBERTADOR GENERAL SAN MARTIN","PUERTO RICO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","15"
"540184706","3113","U.G.L. Nº 13 (Ext. Esc. Nº 447)","LIBERTADOR GENERAL SAN MARTIN","RUIZ DE MONTOYA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","15"
"540184707","3113","U.G.L. Nº 13 (Ext. Esc. Nº 334)","LIBERTADOR GENERAL SAN MARTIN","GARUHAPE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","19"
"540184708","3113","U.G.L. Nº 13 (Ext. Esc. Nº 222)","LIBERTADOR GENERAL SAN MARTIN","PUERTO RICO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","42"
"540184709","3113","U.G.L. Nº 13 (Ext. Esc. Nº 441)","LIBERTADOR GENERAL SAN MARTIN","EL ALCAZAR","Estatal","Rural","Común - Secundaria Completa req. 7 años ","3"
"540184711","3113","U.G.L. Nº 13 (Ext. Esc. Nº 189)","LIBERTADOR GENERAL SAN MARTIN","PUERTO RICO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","59"
"540184712","3113","U.G.L. Nº 13 (Ext. Esc. Nº 231)","LIBERTADOR GENERAL SAN MARTIN","CAPIOVI","Estatal","Rural","Común - Secundaria Completa req. 7 años ","18"
"540184713","3113","U.G.L. Nº 13 (Ext. Esc. Nº 970)","LIBERTADOR GENERAL SAN MARTIN","PUERTO LEONI","Estatal","Rural","Común - Secundaria Completa req. 7 años ","33"
"540184714","3113","U.G.L. Nº 13 (Ext. Esc. Nº 762)","LIBERTADOR GENERAL SAN MARTIN","GARUHAPE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","19"
"540184801","3114","U.G.L. Nº 14 (Ext. Esc. Nº 210)","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","Estatal","Rural","Común - Secundaria Completa req. 7 años ","54"
"540184802","3114","U.G.L. Nº 14 (Ext. Esc. Nº 212)","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","Estatal","Rural","Común - Secundaria Completa req. 7 años ","10"
"540184804","3114","U.G.L. Nº 14 (Ext. Esc. Nº 388)","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","Estatal","Rural","Común - Secundaria Completa req. 7 años ","10"
"540184805","3114","U.G.L. Nº 14 (Ext. Esc. Nº 507)","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","Estatal","Rural","Común - Secundaria Completa req. 7 años ","17"
"540184807","3114","U.G.L. Nº 14 (Ext. Esc. Nº 782)","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","Estatal","Rural","Común - Secundaria Completa req. 7 años ","5"
"540184808","3114","U.G.L. Nº 14 (Ext. Esc. Nº 833)","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","Estatal","Rural","Común - Secundaria Completa req. 7 años ","11"
"540184810","3114","U.G.L. Nº 14 (Ext. Esc. Nº 357)","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","40"
"540184901","3115","U.G.L. Nº 15 (Ext. Esc. Nº 23)","GUARANI","SAN VICENTE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","17"
"540184903","3115","U.G.L. Nº 15 (Ext. Esc. Nº 597)","GUARANI","SAN VICENTE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","8"
"540184907","3115","U.G.L. Nº 15 (Ext. Esc. Nº 469)","25 DE MAYO","COLONIA AURORA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","22"
"540184908","3115","U.G.L. Nº 15 (Ext. Esc. Nº 405)","25 DE MAYO","COLONIA AURORA","Estatal","Rural","Común - Secundaria Completa req. 7 años ","12"
"540184909","3115","U.G.L. Nº 15 (Ext. Esc. Nº 534)","GUARANI","SAN VICENTE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","5"
"540184910","3115","U.G.L. Nº 15 (Ext. Esc. Nº 190)","GUARANI","SAN VICENTE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","28"
"540184911","3115","U.G.L. Nº 15 (Ext. Esc. Nº 398)","GUARANI","SAN VICENTE","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","35"
"540184912","3115","U.G.L. Nº 15 (Ext. Esc. Nº 18)","GUARANI","SAN VICENTE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","8"
"540184913","3115","U.G.L. Nº 15 (Ext. Esc. Nº 531)","GUARANI","SAN VICENTE","Estatal","Rural","Común - Secundaria Completa req. 7 años ","58"
"540185000","0939","ESC. Nº 939 (Ex Aula Sat. Nº 02: ""ESC. Nº 275"")","SAN JAVIER","SAN JAVIER","Estatal","Urbano","Común - Primaria de 7 años ","181"
"540185100","0932","Esc. Nº 932 (Ex aula Sat. Nº 01 ""Esc. Nº 825"")","SAN PEDRO","SAN PEDRO","Estatal","Rural Disperso","Común - Primaria de 7 años ","36"
"540185200","0807","I.S.F.D.:""Centro de Formación e Investigación""","GUARANI","SAN VICENTE","Privado","Urbano","Común - SNU ","46"
"540185400","7509","ESC. ESPECIAL Nº 60","APOSTOLES","AZARA","Estatal","Urbano","Especial - Primaria de 7 años ","20"
"540185500","4046","E.P.E.T. Nº 34","CAPITAL","POSADAS","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","518"
"540185600","2596","B.O.P. Nº 112","OBERA","OBERA","Estatal","Urbano","Adultos - Secundaria Completa","41"
"540185600","2596","B.O.P. Nº 112","OBERA","OBERA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","176"
"540185700","0938","Esc. Nº 938 (F.J.C.) Ex aula Sat. Nº 02 ""Esc. Nº 812""","SAN PEDRO","SAN PEDRO","Estatal","Rural Disperso","Común - Jardín de infantes ","17"
"540185700","0938","Esc. Nº 938 (F.J.C.) Ex aula Sat. Nº 02 ""Esc. Nº 812""","SAN PEDRO","SAN PEDRO","Estatal","Rural Disperso","Común - Primaria de 7 años ","72"
"540185701","0938","Aula Sat. Nº 01:""ESC. Nº 938""","SAN PEDRO","SAN PEDRO","Estatal","Rural","Común - Primaria de 7 años ","21"
"540185800","2068","NENI Nº 2068 (Sede Esc. Nº 285)","CANDELARIA","CANDELARIA","Estatal","Urbano","Común - Jardín de infantes ","181"
"540185801","2068","NENI Nº 2068 (Ext. Esc. Nº 45)","CANDELARIA","CANDELARIA","Estatal","Urbano","Común - Jardín de infantes ","88"
"540185900","2069","NENI Nº 2069 (Sede Esc. Nº 74)","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Común - Jardín de infantes ","133"
"540185901","2069","NENI Nº 2069 (Ext. Esc. Nº 15)","SAN IGNACIO","SAN IGNACIO","Estatal","Urbano","Común - Jardín de infantes ","90"
"540186000","2066","NENI Nº 2066 (Sede ESC. Nº 583)","IGUAZU","PUERTO ESPERANZA","Estatal","Urbano","Común - Jardín de infantes ","171"
"540186003","2066","NENI Nº 2066 (Ext. ESC. Nº 611)","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Aglomerado","Común - Jardín de infantes ","35"
"540186006","2066","NENI Nº 2066 (Ext. ESC. Nº 946)","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Disperso","Común - Jardín de infantes ","43"
"540186200","2067","NENI Nº 2067 (Sede ESC. Nº 26)","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Urbano","Común - Jardín de infantes ","85"
"540186201","2067","NENI Nº 2067 (Ext. ESC. Nº 27)","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Urbano","Común - Jardín de infantes ","76"
"540186202","2067","NENI Nº 2067 (Ext. ESC. Nº 732)","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Urbano","Común - Jardín de infantes ","54"
"540186203","2067","NENI Nº 2067 (Ext. ESC. Nº 136)","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Aglomerado","Común - Jardín de infantes ","33"
"540186204","2067","NENI Nº 2067 (Ext. ESC. Nº 878)","CONCEPCION","CONCEPCION DE LA SIERRA","Estatal","Rural Disperso","Común - Jardín de infantes ","46"
"540186300","0940","ESC. Nº 940: ""Educación para las primaveras"" (Ex Aula Sat. Nº 02: ""ESC. Nº 373"")","GUARANI","EL SOBERBIO","Estatal","Urbano","Común - Primaria de 7 años ","61"
"540186400","2065","NENI Nº 2065 (Sede ESC. Nº 70)","APOSTOLES","SAN JOSE","Estatal","Urbano","Común - Jardín de infantes ","8"
"540186401","2065","NENI Nº 2065 (Ext. Esc. Nº 475)","APOSTOLES","SAN JOSE","Estatal","Rural Aglomerado","Común - Jardín de infantes ","38"
"540186402","2065","NENI Nº 2065 (Ext. Esc. Nº 65)","APOSTOLES","SAN JOSE","Estatal","Rural Disperso","Común - Jardín de infantes ","5"
"540186500","2064","NENI Nº 2064 (Sede ESC. Nº 278)","OBERA","GENERAL ALVEAR","Estatal","Rural Disperso","Común - Jardín de infantes ","25"
"540186507","2064","NENI Nº 2064 (Ext. ESC. Nº 637)","OBERA","GENERAL ALVEAR","Estatal","Rural","Común - Jardín de infantes ","11"
"540186508","2064","NENI Nº 2064 (Ext. ESC. Nº 518)","SAN IGNACIO","SAN IGNACIO","Estatal","Rural Disperso","Común - Jardín de infantes ","14"
"540186600","0617","INST. ""HUELLAS MISIONERAS""","ELDORADO","ELDORADO","Privado","Urbano","Adultos-Formación Profesional/Capacitación Laboral","74"
"540186600","0617","INST. ""HUELLAS MISIONERAS""","ELDORADO","ELDORADO","Privado","Urbano","Común - SNU ","394"
"540186700","4047","E.P.E.T. Nº 45","CAPITAL","POSADAS","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","137"
"540186800","4048","E.P.E.T. Nº 48","IGUAZU","COLONIA WANDA","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","155"
"540187000","4055","I.E.A. Nº 16","APOSTOLES","APOSTOLES","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","90"
"540187100","0941","ESC. Nº 941 (INT. BILINGÜE)","IGUAZU","PUERTO IGUAZU","Estatal","Rural Aglomerado","Común - Jardín de infantes ","28"
"540187100","0941","ESC. Nº 941 (INT. BILINGÜE)","IGUAZU","PUERTO IGUAZU","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","90"
"540187200","4056","E.P.E.T. Nº 44","GENERAL MANUEL BELGRANO","SAN ANTONIO","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","98"
"540187300","4057","E.P.E.T. Nº 42","SAN IGNACIO","CORPUS","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","62"
"540187500","4058","E.P.E.T. Nº 41","OBERA","PANAMBI","Estatal","Urbano","Común - Secundaria Completa req. 7 años ","103"
"540187600","4060","I.E.A. Nº 14","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","91"
"540187900","4061","I.E.A. Nº 17","GENERAL MANUEL BELGRANO","BERNARDO DE IRIGOYEN","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","168"
"540187901","4061","Aula Sat. Nº 01:""I.E.A. Nº 17"" (Ex Aula Sat. Nº 01:""E.P.E.T. Nº 28"")","SAN PEDRO","POZO AZUL","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","18"
"540188000","0488","INST. ""CRISTIANO EMANUEL""","CAPITAL","POSADAS","Privado","Urbano","Común - Jardín de infantes ","43"
"540188000","0488","INST. ""CRISTIANO EMANUEL""","CAPITAL","POSADAS","Privado","Urbano","Común - Primaria de 7 años ","203"
"540188000","0488","INST. ""CRISTIANO EMANUEL""","CAPITAL","POSADAS","Privado","Urbano","Común - Secundaria Completa req. 7 años ","151"
"540188100","0943","ESC. Nº 943:""Aldea Ko´eju""","CAINGUAS","CAMPO GRANDE","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","53"
"540188101","0943","Aula Sat. Nº 01: ""ESC. Nº 943:""Aldea Ko´eju"""" (	Ex. Aula Sat. Nº 04: ""ESC. Nº 657"")","CAINGUAS","CAMPO GRANDE","Estatal","Rural","Común - Primaria de 7 años ","34"
"540188200","1984","C.E.F. Nº 24","CAPITAL","POSADAS","Estatal","Urbano","Común-Servicios Alternativos/Complementarios","485"
"540188300","4062","E.P.E.T. Nº 51","IGUAZU","PUERTO IGUAZU","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","178"
"540188400","2070","NENI Nº 2070","CAINGUAS","SALTO ENCANTADO","Estatal","Urbano","Común - Jardín de infantes ","97"
"540188404","2070","NENI Nº 2070 (Ext. ESC. Nº 495)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural","Común - Jardín de infantes ","24"
"540188406","2070","NENI Nº 2070 (Ext. ESC. Nº 529)","CAINGUAS","SALTO ENCANTADO","Estatal","Rural Aglomerado","Común - Jardín de infantes ","67"
"540188500","2597","B.O.P. Nº 113 (Ex Ext. Esc. Nº 207-U.G.L. Nº 04)","GUARANI","SAN VICENTE","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","245"
"540188600","2598","B.O.P. Nº 114 (Ex Ext. Esc. Nº 518: U.G.L. Nº 12)","SAN IGNACIO","SANTO PIPO","Estatal","Rural Aglomerado","Común - Secundaria Completa req. 7 años ","89"
"540188800","1316","INST. ""MARGARITA HIGA""","OBERA","OBERA","Privado","Urbano","Especial - Primaria de 7 años ","10"
"540188900","1664","INST. SUP. EN TECNOLOGÍA AUTOMOTRIZ","CAPITAL","POSADAS","Estatal","Urbano","Común - SNU ","224"
"540189000","0942","ESC. Nº 942","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Rural Aglomerado","Común - Primaria de 7 años ","78"
"540189100","1485","ESC. ADULTOS Nº 85 (Ex. Aula Sat. Nº 02: ""ESC. ADULTOS Nº 07"")","CAPITAL","GARUPA","Estatal","Urbano","Adultos-Formación Profesional/Capacitación Laboral","222"
"540189100","1485","ESC. ADULTOS Nº 85 (Ex. Aula Sat. Nº 02: ""ESC. ADULTOS Nº 07"")","CAPITAL","GARUPA","Estatal","Urbano","Adultos - Primaria ","106"
"540189200","0945","ESC. Nº 945","CAINGUAS","DOS DE MAYO","Estatal","Urbano","Común - Primaria de 7 años ","157"
"540189300","7511","ESC. ESPECIAL Nº 62","SAN JAVIER","ITACARUARE","Estatal","Urbano","Especial - Primaria de 7 años ","20"
"540189400","2071","NENI Nº 2071","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Urbano","Común - Jardín de infantes ","79"
"540189401","2071","NENI Nº 2071 (Ext. Esc. Nº 770)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Urbano","Común - Jardín de infantes ","18"
"540189403","2071","NENI Nº 2071 (Ext. Esc. Nº 680)","CAINGUAS","ARISTOBULO DEL VALLE","Estatal","Urbano","Común - Jardín de infantes ","65"
"540189500","0946","ESC. Nº 946 (Ex Aula Sat. Nº 04:""ESC. Nº 583"")","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Disperso","Común - Primaria de 7 años ","24"
"540189501","0946","Aula Sat. Nº 01: ""ESC. Nº 946"" (Ex Aula Sat. Nº 01: ""ESC. Nº 583"")","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Disperso","Común - Primaria de 7 años ","29"
"540189502","0946","Aula Sat. Nº 02: ""ESC. Nº 946"" (Ex Aula Sat. Nº 03: ""ESC. Nº 583"")","IGUAZU","PUERTO ESPERANZA","Estatal","Rural Disperso","Común - Primaria de 7 años ","46"
"540189600","0944","ESC. Nº 944 (Ex Aula Sat. Nº 01:""ESC. Nº 399)","SAN PEDRO","POZO AZUL","Estatal","Rural Disperso","Común - Primaria de 7 años ","88"
"540189601","0944","Aula Sat. Nº 01: ""ESC. Nº 944""","SAN PEDRO","POZO AZUL","Estatal","Rural Disperso","Común - Primaria de 7 años ","49"
"540189900","1667","INST. SUP. DE EDUCACIÓN TÉCNICA EN SEGURIDAD VIAL","CAPITAL","GARUPA","Estatal","Urbano","Común - SNU ","87"
"540190000","7510","ESC. ESPECIAL Nº 61","LIBERTADOR GENERAL SAN MARTIN","GARUHAPE","Estatal","Urbano","Especial - Educacion integral para adolescentes y jovenes","10"
"540190000","7510","ESC. ESPECIAL Nº 61","LIBERTADOR GENERAL SAN MARTIN","GARUHAPE","Estatal","Urbano","Especial - Jardín maternal ","16"
"540190000","7510","ESC. ESPECIAL Nº 61","LIBERTADOR GENERAL SAN MARTIN","GARUHAPE","Estatal","Urbano","Especial - Primaria de 7 años ","18"
"540190100","4064","E.P.E.T. Nº 53","OBERA","COLONIA ALBERDI","Estatal","Rural Disperso","Común - Secundaria Completa req. 7 años ","80"
"540190200","1985","C.E.F. Nº 25","CAPITAL","POSADAS","Estatal","Urbano","Común-Servicios Alternativos/Complementarios","217"
"540190301","8500","Esc. Sec. Rural Mediada por T.I.C.(Extensión Aula Sat. Nº 01:""Esc. Nº 44"")","SAN IGNACIO","SAN IGNACIO","Estatal","Rural","Común - Secundaria Completa req. 7 años ","24"
