cueanexo,nombre,oferta,año,matricula
540174700,"ESC. ESPECIAL Nº 54 (Ex Aula Sat Nº 01: ""Esc. Especial Nº 04"")",Especial - Primaria de 7 años ,2021,11
540174800,E.P.J.A. Itinerante Nº 9071,Adultos-Formación Profesional/Capacitación Laboral,2021,90
540174800,E.P.J.A. Itinerante Nº 9071,Adultos - Primaria ,2021,33
540174900,INST. DIVINO NIÑO JESÚS,Común - Jardín de infantes ,2021,132
540174900,INST. DIVINO NIÑO JESÚS,Común - Primaria de 7 años ,2021,316
540174900,INST. DIVINO NIÑO JESÚS,Común - Secundaria Completa req. 7 años ,2021,22
540175000,C.E.F.E. Nº 05,Común-Servicios Alternativos/Complementarios,2021,217
540175100,C.F.P. Nº 16,Adultos-Formación Profesional/Capacitación Laboral,2021,199
540175300,C.E.F. Nº 16,Común-Servicios Alternativos/Complementarios,2021,177
540175400,C.E.F. Nº 14,Común-Servicios Alternativos/Complementarios,2021,248
540175500,INST. KOLPING ESPERANZA,Adultos-Formación Profesional/Capacitación Laboral,2021,236
540175500,INST. KOLPING ESPERANZA,Adultos - Primaria ,2021,44
540175600,"E.F.A. ""PADRE JOSE MARX""",Adultos-Formación Profesional/Capacitación Laboral,2021,74
540175600,"E.F.A. ""PADRE JOSE MARX""",Común - Secundaria Completa req. 7 años ,2021,120
540175700,"E.F.A. ""SANTOS MARTIRES""",Adultos-Formación Profesional/Capacitación Laboral,2021,85
540175700,"E.F.A. ""SANTOS MARTIRES""",Común - Secundaria Completa req. 7 años ,2021,122
540175800,ESC. Nº 929,Común - Primaria de 7 años ,2021,163
540175801,"Aula Sat. Nº 01: ""ESC. Nº 929"" (Ex ESC. Nº 526)",Común - Primaria de 7 años ,2021,20
540175900,C.E.F. Nº 18,Común-Servicios Alternativos/Complementarios,2021,223
540176000,"INST. SUP. ""CIELOS ABIERTOS""",Común - SNU ,2021,106
540176100,ESC. Nº 913,Común - Jardín de infantes ,2021,9
540176100,ESC. Nº 913,Común - Primaria de 7 años ,2021,24
540176200,E.P.E.T. Nº 32,Común - Secundaria Completa req. 7 años ,2021,150
540176300,I.E.A. Nº 08,Común - Secundaria Completa req. 7 años ,2021,91
540176400,E.P.E.T. Nº 33,Común - Secundaria Completa req. 7 años ,2021,246
540176500,C.F.P. Nº 20,Adultos-Formación Profesional/Capacitación Laboral,2021,29
540176600,B.O.P. Nº 83,Común - Secundaria Completa req. 7 años ,2021,32
540176800,B.O.P. Nº 81,Adultos - Secundaria Completa,2021,64
540176900,B.O.P. Nº 82,Adultos - Secundaria Completa,2021,181
540176900,B.O.P. Nº 82,Común - Secundaria Completa req. 7 años ,2021,479
540177000,I.E.A. Nº 09,Común - Secundaria Completa req. 7 años ,2021,105
540177100,ITEC Nº 04,Común - SNU ,2021,75
540177200,ESC. ADULTOS Nº 77,Adultos-Formación Profesional/Capacitación Laboral,2021,104
540177200,ESC. ADULTOS Nº 77,Adultos - Primaria ,2021,37
540177300,B.O.P. Nº 108,Común - Secundaria Completa req. 7 años ,2021,48
540177500,B.O.P. Nº 84,Común - Secundaria Completa req. 7 años ,2021,121
540177700,ESC. Nº 930 (EX Aula Sat. ESC. Nº 828),Común - Primaria de 7 años ,2021,342
540177800,CENTRO INTEGRAL EN ARTE Nº 1,Común - Cursos y Talleres de Artística,2021,87
540177900,Capacitar Posadas (Ex IGA),Adultos-Formación Profesional/Capacitación Laboral,2021,118
540177900,Capacitar Posadas (Ex IGA),Común - SNU ,2021,138
540178000,INST. DE EDUCACIÓN ESPECIAL PUENTES,Adultos-Formación Profesional/Capacitación Laboral,2021,5
540178000,INST. DE EDUCACIÓN ESPECIAL PUENTES,Especial - Jardín de infantes ,2021,5
540178000,INST. DE EDUCACIÓN ESPECIAL PUENTES,Especial - Primaria de 7 años ,2021,31
540178100,C.E.F. Nº 04,Común-Servicios Alternativos/Complementarios,2021,342
540178200,C.E.F. Nº 09,Común-Servicios Alternativos/Complementarios,2021,169
540178300,ESC. Nº 931,Común - Primaria de 7 años ,2021,178
540178400,INST. ALFA,Común - SNU ,2021,494
540178500,C.F.P. Nº 21,Adultos-Formación Profesional/Capacitación Laboral,2021,139
540178600,C.F.P. Nº 18,Adultos-Formación Profesional/Capacitación Laboral,2021,115
540178700,I.E.A. Nº 10,Común - Secundaria Completa req. 7 años ,2021,108
540178800,I.E.A. Nº 12 (Ex Aula Sat. 01 E.P.E.T. Nº 13),Común - Secundaria Completa req. 7 años ,2021,121
540178900,B.O.P. Nº 109,Común - Secundaria Completa req. 7 años ,2021,91
540179000,E.P.E.T. Nº 39,Común - Secundaria Completa req. 7 años ,2021,123
540179100,I.E.A. Nº 11,Común - Secundaria Completa req. 7 años ,2021,132
540179200,"INST. ""ARISTOBULO DEL VALLE""",Común - Jardín de infantes ,2021,113
540179200,"INST. ""ARISTOBULO DEL VALLE""",Común - Primaria de 7 años ,2021,219
540179200,"INST. ""ARISTOBULO DEL VALLE""",Común - Secundaria Completa req. 7 años ,2021,61
540179300,ESC. ESPECIAL Nº 57,Especial - Primaria de 7 años ,2021,16
540179400,C.F.P. Nº 17 (U.O.C.R.A.),Adultos-Formación Profesional/Capacitación Laboral,2021,122
540179500,"INST. EDUCATIVO ""PUERTO BEMBERG""",Común - Jardín de infantes ,2021,31
540179500,"INST. EDUCATIVO ""PUERTO BEMBERG""",Común - Primaria de 7 años ,2021,108
540179600,"C.F.P. Nº 22: ""Escuela de Guardavidas""",Adultos-Formación Profesional/Capacitación Laboral,2021,51
540179700,B.O.P. Nº 110,Común - Secundaria Completa req. 7 años ,2021,119
540179800,"B.O.P. Nº 41 (Ex Aula Sat. ""E.P.E.T. Nº 35 (ExAula Sat. Nº 02: ""B.O.P. 41""))",Común - Secundaria Completa req. 7 años ,2021,81
540179900,C.F.P. Nº 24,Adultos-Formación Profesional/Capacitación Laboral,2021,268
540180000,"INST. INTERCULTURAL BILINGÜE ""PADRE JOSE MARX""",Común - Jardín de infantes ,2021,12
540180000,"INST. INTERCULTURAL BILINGÜE ""PADRE JOSE MARX""",Común - Primaria de 7 años ,2021,54
540180001,"Aula Sat. Nº 01: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Jardín de infantes ,2021,18
540180001,"Aula Sat. Nº 01: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Primaria de 7 años ,2021,52
540180002,"Aula Sat. Nº 02: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Jardín de infantes ,2021,13
540180002,"Aula Sat. Nº 02: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Primaria de 7 años ,2021,38
540180003,"Aula Sat. Nº 03: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Jardín de infantes ,2021,8
540180003,"Aula Sat. Nº 03: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Primaria de 7 años ,2021,41
540180004,"Aula Sat. Nº 04: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Jardín de infantes ,2021,16
540180004,"Aula Sat. Nº 04: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Primaria de 7 años ,2021,46
540180005,"Aula Sat. Nº 05: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Jardín de infantes ,2021,8
540180005,"Aula Sat. Nº 05: ""INST. INT. BILINGÜE PADRE JOSE MARX""",Común - Primaria de 7 años ,2021,37
540180100,ESC. ESPECIAL Nº 58,Especial - Primaria de 7 años ,2021,28
540180200,C.E.F. Nº 12,Común-Servicios Alternativos/Complementarios,2021,656
540180400,ESC. ESPECIAL Nº 59,Especial - Primaria de 7 años ,2021,45
540180401,"Aula Sat. Nº 01:""ESC. ESPECIAL Nº 59""",Especial - Primaria de 7 años ,2021,20
540180500,INST. SUP. CULTURAL LATINOAMERICANO,Adultos-Formación Profesional/Capacitación Laboral,2021,53
540180500,INST. SUP. CULTURAL LATINOAMERICANO,Común - Jardín de infantes ,2021,81
540180500,INST. SUP. CULTURAL LATINOAMERICANO,Común - Primaria de 7 años ,2021,180
540180500,INST. SUP. CULTURAL LATINOAMERICANO,Común - Secundaria Completa req. 7 años ,2021,34
540180500,INST. SUP. CULTURAL LATINOAMERICANO,Común - SNU ,2021,304
540180600,"ESC. Nº 933 (Ex. Aula Sat. Nº 02: ""Esc. Nº 424"")",Común - Jardín de infantes ,2021,47
540180600,"ESC. Nº 933 (Ex. Aula Sat. Nº 02: ""Esc. Nº 424"")",Común - Primaria de 7 años ,2021,192
540180700,C.E.F.E. Nº 04,Común-Servicios Alternativos/Complementarios,2021,83
540180800,ESC. Nº 934 (Ex Aula Sat. ESC. Nº 893),Común - Primaria de 7 años ,2021,442
540180900,"INST. ""LAS ARAUCARIAS""",Común - Jardín de infantes ,2021,75
540180900,"INST. ""LAS ARAUCARIAS""",Común - Primaria de 7 años ,2021,157
540181000,C.E.F. Nº 17,Común-Servicios Alternativos/Complementarios,2021,401
540181100,INST. CONCORDIA,Común - Jardín de infantes ,2021,48
540181100,INST. CONCORDIA,Común - Primaria de 7 años ,2021,145
540181200,"INST. SUP. DE FORMACION DOCENTE (I.S.F.D.): ""CECILIA BRASLAVSKY""",Común - SNU ,2021,1029
540181300,"INST. SUP. DE FORMACIÓN DOCENTE ""PAULO FREIRE""",Común - SNU ,2021,195
540181400,"B.O.P. Nº 111 ""TEKOÁ FORTÍN MBORORÉ""",Adultos - Secundaria Completa,2021,51
540181400,"B.O.P. Nº 111 ""TEKOÁ FORTÍN MBORORÉ""",Común - Secundaria Completa req. 7 años ,2021,115
540181500,ESC. Nº 935,Común - Primaria de 7 años ,2021,67
540181600,C.E.F. Nº 13,Común-Servicios Alternativos/Complementarios,2021,245
540181700,E.P.E.T. Nº 40,Común - Secundaria Completa req. 7 años ,2021,172
540181800,ESC. Nº 937,Común - Primaria de 7 años ,2021,243
540181900,INST. ADVENTISTA EL DORADO,Común - Jardín de infantes ,2021,50
540181900,INST. ADVENTISTA EL DORADO,Común - Primaria de 7 años ,2021,181
540181900,INST. ADVENTISTA EL DORADO,Común - Secundaria Completa req. 7 años ,2021,43
540182000,C.E.F. Nº 03,Común-Servicios Alternativos/Complementarios,2021,560
540182100,C.E.F. Nº 20,Común-Servicios Alternativos/Complementarios,2021,370
540182200,ESC. Nº 936 (Ex Aula Sat. Nº 02 Esc. Nº 885),Común - Primaria de 7 años ,2021,74
540182300,C.E.F. Nº 21,Común-Servicios Alternativos/Complementarios,2021,203
540182400,INST. POSADAS EDUCA,Común - Jardín de infantes ,2021,31
540182400,INST. POSADAS EDUCA,Común - Primaria de 7 años ,2021,70
540182400,INST. POSADAS EDUCA,Común - Secundaria Completa req. 7 años ,2021,66
540182500,C.E.F. Nº 22,Común-Servicios Alternativos/Complementarios,2021,323
540182600,C.E.F.E. Nº 06,Común-Servicios Alternativos/Complementarios,2021,86
540182700,C.E.F. Nº 05,Común-Servicios Alternativos/Complementarios,2021,400
540182800,C.E.F. Nº 06,Común-Servicios Alternativos/Complementarios,2021,361
540182900,C.E.F. Nº 08,Común-Servicios Alternativos/Complementarios,2021,295
540183000,C.E.F. Nº 10,Común-Servicios Alternativos/Complementarios,2021,192
540183100,C.E.F. Nº 11,Común-Servicios Alternativos/Complementarios,2021,135
540183200,C.E.F. Nº 15,Común-Servicios Alternativos/Complementarios,2021,121
540183300,C.E.F. Nº 19,Común-Servicios Alternativos/Complementarios,2021,100
540183400,C.E.F. Nº 23,Común-Servicios Alternativos/Complementarios,2021,100
540183501,U.G.L. Nº 01 (Ext. Esc. Nº 463),Común - Secundaria Completa req. 7 años ,2021,25
540183502,U.G.L. Nº 01 (Ext. Esc. Nº 749),Común - Secundaria Completa req. 7 años ,2021,3
540183505,U.G.L. Nº 01 (Ext. Esc. Nº 287),Común - Secundaria Completa req. 7 años ,2021,18
540183507,U.G.L. Nº 01 (Ext. Esc. Nº 102),Común - Secundaria Completa req. 7 años ,2021,19
540183508,U.G.L. Nº 01 (Ext. Esc. Nº 591),Común - Secundaria Completa req. 7 años ,2021,19
540183509,U.G.L. Nº 01 (Ext. Esc. Nº 325),Común - Secundaria Completa req. 7 años ,2021,13
540183510,U.G.L. Nº 01 (Ext. Esc. Nº 367),Común - Secundaria Completa req. 7 años ,2021,4
540183511,U.G.L. Nº 01 (Ext. Esc. Nº 512),Común - Secundaria Completa req. 7 años ,2021,32
540183512,U.G.L. Nº 01 (Ext. Esc. Nº 775),Común - Secundaria Completa req. 7 años ,2021,14
540183513,U.G.L. Nº 01 (Ext. Esc. Nº 864),Común - Secundaria Completa req. 7 años ,2021,15
540183515,U.G.L. Nº 01 (Ext. Esc. Nº 776),Común - Secundaria Completa req. 7 años ,2021,23
540183516,U.G.L. Nº 01 (Ext. Esc. Nº 886),Común - Secundaria Completa req. 7 años ,2021,9
540183517,U.G.L. Nº 01 (Ext. Esc. Nº 898),Común - Secundaria Completa req. 7 años ,2021,4
540183601,U.G.L. Nº 02 (Ext. Esc. Nº 554),Común - Secundaria Completa req. 7 años ,2021,20
540183602,U.G.L. Nº 02 (Ext. Esc. Nº 642),Común - Secundaria Completa req. 7 años ,2021,85
540183603,U.G.L. Nº 02 (Ext. Esc. Nº 710),Común - Secundaria Completa req. 7 años ,2021,14
540183604,U.G.L. Nº 02 (Ext. Esc. Nº 158),Común - Secundaria Completa req. 7 años ,2021,14
540183605,U.G.L. Nº 02 (Ext. Esc. Nº 757),Común - Secundaria Completa req. 7 años ,2021,7
540183607,U.G.L. Nº 02 (Ext. Esc. Nº 697),Común - Secundaria Completa req. 7 años ,2021,58
540183701,U.G.L. Nº 03 (Ext. Esc. Nº 06),Común - Secundaria Completa req. 7 años ,2021,78
540183702,U.G.L. Nº 03 (Ext. Esc. Nº 25),Común - Secundaria Completa req. 7 años ,2021,26
540183703,U.G.L. Nº 03 (Ext. Esc. Nº 81),Común - Secundaria Completa req. 7 años ,2021,22
540183706,U.G.L. Nº 03 (Ext. Esc. Nº 384),Común - Secundaria Completa req. 7 años ,2021,59
540183708,U.G.L. Nº 03 (Ext. Esc. Nº 536),Común - Secundaria Completa req. 7 años ,2021,22
540183710,U.G.L. Nº 03 (Ext. Esc. Nº 644),Común - Secundaria Completa req. 7 años ,2021,43
540183711,U.G.L. Nº 03 (Ext. Esc. Nº 684),Común - Secundaria Completa req. 7 años ,2021,33
540183713,U.G.L. Nº 03 (Ext. Esc. Nº 724),Común - Secundaria Completa req. 7 años ,2021,29
540183715,U.G.L. Nº 03 (Ext. Esc. Nº 780),Común - Secundaria Completa req. 7 años ,2021,10
540183716,U.G.L. Nº 03 (Ext. Esc. Nº 786),Común - Secundaria Completa req. 7 años ,2021,6
540183718,U.G.L. Nº 03 (Ext. Esc. Nº 825),Común - Secundaria Completa req. 7 años ,2021,28
540183719,U.G.L. Nº 03 (Ext. Esc. Nº904 ),Común - Secundaria Completa req. 7 años ,2021,57
540183801,U.G.L. Nº 04 (Ext. Esc. Nº 479),Común - Secundaria Completa req. 7 años ,2021,11
540183802,U.G.L. Nº 04 (Ext. Esc. Nº 522),Común - Secundaria Completa req. 7 años ,2021,17
540183803,U.G.L. Nº 04 (Ext. Esc. Nº 411),Común - Secundaria Completa req. 7 años ,2021,2
540183804,U.G.L. Nº 04 (Ext. Esc. Nº 56),Común - Secundaria Completa req. 7 años ,2021,16
540183805,U.G.L. Nº 04 (Ext. Esc. Nº 535),Común - Secundaria Completa req. 7 años ,2021,8
540183806,U.G.L. Nº 04 (Ext. Esc. Nº 352),Común - Secundaria Completa req. 7 años ,2021,86
540183808,U.G.L. Nº 04 (Ext. Esc. Nº 751),Común - Secundaria Completa req. 7 años ,2021,6
540183809,U.G.L. Nº 04 (Ext. Esc. Nº 476),Común - Secundaria Completa req. 7 años ,2021,60
540183810,U.G.L. Nº 04 (Ext. Esc. Nº 594),Común - Secundaria Completa req. 7 años ,2021,26
540183811,U.G.L. Nº 04 (Ext. Esc. Nº 350),Común - Secundaria Completa req. 7 años ,2021,29
540183812,U.G.L. Nº 04 (Ext. Esc. Nº 390),Común - Secundaria Completa req. 7 años ,2021,48
540183813,U.G.L. Nº 04 (Ext. Esc. Nº 224),Común - Secundaria Completa req. 7 años ,2021,37
540183901,U.G.L. Nº 05 (Ext. Esc. Nº 92),Común - Secundaria Completa req. 7 años ,2021,60
540183902,U.G.L. Nº 05 (Ext. Esc. Nº 120),Común - Secundaria Completa req. 7 años ,2021,30
540183903,U.G.L. Nº 05 (Ext. Esc. Nº 170),Común - Secundaria Completa req. 7 años ,2021,19
540183904,U.G.L. Nº 05 (Ext. Esc. Nº 400),Común - Secundaria Completa req. 7 años ,2021,18
540183905,U.G.L. Nº 05 (Ext. Esc. Nº 446),Común - Secundaria Completa req. 7 años ,2021,32
540183906,U.G.L. Nº 05 (Ext. Esc. Nº 455),Común - Secundaria Completa req. 7 años ,2021,12
540183907,U.G.L. Nº 05 (Ext. Esc. Nº 460),Común - Secundaria Completa req. 7 años ,2021,35
540183908,U.G.L. Nº 05 (Ext. Esc. Nº 485),Común - Secundaria Completa req. 7 años ,2021,27
540183909,U.G.L. Nº 05 (Ext. Esc. Nº 516),Común - Secundaria Completa req. 7 años ,2021,24
540183911,U.G.L. Nº 05 (Ext. Esc. Nº 564),Común - Secundaria Completa req. 7 años ,2021,22
540183912,U.G.L. Nº 05 (Ext. Esc. Nº 605),Común - Secundaria Completa req. 7 años ,2021,20
540183913,U.G.L. Nº 05 (Ext. Esc. Nº 653),Común - Secundaria Completa req. 7 años ,2021,20
540183914,U.G.L. Nº 05 (Ext. Esc. Nº 664),Común - Secundaria Completa req. 7 años ,2021,15
540184001,U.G.L. Nº 06 (Ext. Esc. Nº 578),Común - Secundaria Completa req. 7 años ,2021,15
540184002,U.G.L. Nº 06 (Ext. Esc. Nº 588),Común - Secundaria Completa req. 7 años ,2021,6
540184004,U.G.L. Nº 06 (Ext. Esc. Nº 028),Común - Secundaria Completa req. 7 años ,2021,5
540184005,U.G.L. Nº 06 (Ext. Esc. Nº 551),Común - Secundaria Completa req. 7 años ,2021,19
540184006,U.G.L. Nº 06 (Ext. Esc. Nº 568),Común - Secundaria Completa req. 7 años ,2021,16
540184008,U.G.L. Nº 06 (Ext. Esc. Nº 292),Común - Secundaria Completa req. 7 años ,2021,7
540184009,U.G.L. Nº 06 (Ext. Esc. Nº 562),Común - Secundaria Completa req. 7 años ,2021,13
540184010,U.G.L. Nº 06 (Ext. Esc. Nº 921),Común - Secundaria Completa req. 7 años ,2021,7
540184011,U.G.L. Nº 06 (Ext. Esc. Nº 394),Común - Secundaria Completa req. 7 años ,2021,13
540184012,U.G.L. Nº 06 (Ext. Esc. Nº 830),Común - Secundaria Completa req. 7 años ,2021,12
540184013,U.G.L. Nº 06 (Ext. Esc. Nº 386),Común - Secundaria Completa req. 7 años ,2021,11
540184014,U.G.L. Nº 06 (Ext. Esc. Nº 560),Común - Secundaria Completa req. 7 años ,2021,15
540184015,U.G.L. Nº 06 (Ext. Esc. Nº 351),Común - Secundaria Completa req. 7 años ,2021,19
540184016,U.G.L. Nº 06 (Ext. Esc. Nº 641),Común - Secundaria Completa req. 7 años ,2021,31
540184017,U.G.L. Nº 06 (Ext. Esc. Nº 360),Común - Secundaria Completa req. 7 años ,2021,26
540184019,U.G.L. Nº 06 (Ext. Esc. Nº 376),Común - Secundaria Completa req. 7 años ,2021,7
540184101,U.G.L. Nº 07 (Ext. Esc. Nº 40),Común - Secundaria Completa req. 7 años ,2021,4
540184102,U.G.L. Nº 07 (Ext. Esc. Nº 213),Común - Secundaria Completa req. 7 años ,2021,45
540184104,U.G.L. Nº 07 (Ext. Esc. Nº 496),Común - Secundaria Completa req. 7 años ,2021,14
540184105,U.G.L. Nº 07 (Ext. Esc. Nº 589),Común - Secundaria Completa req. 7 años ,2021,5
540184106,U.G.L. Nº 07 (Ext. Esc. Nº 209),Común - Secundaria Completa req. 7 años ,2021,13
540184109,U.G.L. Nº 07 (Ext. Esc. Nº 459),Común - Secundaria Completa req. 7 años ,2021,16
540184110,U.G.L. Nº 07 (Ext. Esc. Nº 29),Común - Secundaria Completa req. 7 años ,2021,10
540184113,U.G.L. Nº 07 (Ext. Esc. Nº 370),Común - Secundaria Completa req. 7 años ,2021,7
540184114,U.G.L. Nº 07 (Ext. Esc. Nº 493),Común - Secundaria Completa req. 7 años ,2021,10
540184115,U.G.L. Nº 07 (Ext. Esc. Nº 422),Común - Secundaria Completa req. 7 años ,2021,41
540184116,U.G.L. Nº 07 (Ext. Esc. Nº 570),Común - Secundaria Completa req. 7 años ,2021,2
540184117,U.G.L. Nº 07 (Ext. Esc. Nº 329),Común - Secundaria Completa req. 7 años ,2021,13
540184201,U.G.L. Nº 08 (Ext. Esc. Nº 22),Común - Secundaria Completa req. 7 años ,2021,51
540184202,U.G.L. Nº 08 (Ext. Esc. Nº 235),Común - Secundaria Completa req. 7 años ,2021,14
540184203,U.G.L.Nº 08 (Ext. Esc. Nº 383),Común - Secundaria Completa req. 7 años ,2021,10
540184205,U.G.L. Nº 08 (Ext. Esc. Nº 410),Común - Secundaria Completa req. 7 años ,2021,21
540184206,U.G.L. Nº 08 (Ext. Esc. Nº 415),Común - Secundaria Completa req. 7 años ,2021,18
540184207,U.G.L. Nº 08 (Ext. Esc. Nº 432),Común - Secundaria Completa req. 7 años ,2021,61
540184208,U.G.L. Nº 08 (Ext. Esc. Nº 471),Común - Secundaria Completa req. 7 años ,2021,24
540184209,U.G.L. Nº 08 (Ext. Esc. Nº 473),Común - Secundaria Completa req. 7 años ,2021,41
540184210,U.G.L. Nº 08 (Ext. Esc. Nº 499),Común - Secundaria Completa req. 7 años ,2021,24
540184211,U.G.L. Nº 08 (Ext. Esc. Nº 517),Común - Secundaria Completa req. 7 años ,2021,7
540184212,U.G.L. Nº 08 (Ext. Esc. Nº 532),Común - Secundaria Completa req. 7 años ,2021,38
540184213,U.G.L. Nº 08 (Ext. Esc. Nº 549),Común - Secundaria Completa req. 7 años ,2021,23
540184214,U.G.L. Nº 08 (Ext. Esc. Nº 595),Común - Secundaria Completa req. 7 años ,2021,24
540184215,U.G.L. Nº 08 (Ext. Esc. Nº 734),Común - Secundaria Completa req. 7 años ,2021,47
540184217,U.G.L. Nº 08 (Ext. Esc. Nº 814),Común - Secundaria Completa req. 7 años ,2021,9
540184218,U.G.L. Nº 08 (Ext. Esc. Nº 854),Común - Secundaria Completa req. 7 años ,2021,18
540184219,U.G.L. Nº 08 (Ext. Esc. Nº 861),Común - Secundaria Completa req. 7 años ,2021,36
540184301,U.G.L. Nº 09 (Ext. Esc. Nº 461),Común - Secundaria Completa req. 7 años ,2021,10
540184302,U.G.L. Nº 09 (Ext. Esc. Nº 691),Común - Secundaria Completa req. 7 años ,2021,16
540184303,U.G.L. Nº 09 (Ext. Esc. Nº 525),Común - Secundaria Completa req. 7 años ,2021,22
540184304,U.G.L. Nº 09 (Ext. Esc. Nº 261),Común - Secundaria Completa req. 7 años ,2021,34
540184307,U.G.L. Nº 09 (Ext. Esc. Nº 279),Común - Secundaria Completa req. 7 años ,2021,2
540184308,U.G.L. Nº 09 (Ext. Esc. Nº 584),Común - Secundaria Completa req. 7 años ,2021,20
540184309,U.G.L. Nº 09 (Ext. Esc. Nº 153),Común - Secundaria Completa req. 7 años ,2021,19
540184310,U.G.L. Nº 09 (Ext. Esc. Nº 888),Común - Secundaria Completa req. 7 años ,2021,14
540184401,U.G.L. Nº 10 (Ext. Esc. Nº 217),Común - Secundaria Completa req. 7 años ,2021,17
540184402,U.G.L. Nº 10 (Ext. Esc. Nº 290),Común - Secundaria Completa req. 7 años ,2021,7
540184403,U.G.L. Nº 10 (Ext. Esc. Nº 312),Común - Secundaria Completa req. 7 años ,2021,25
540184404,U.G.L. Nº 10 (Ext. Esc. Nº 338),Común - Secundaria Completa req. 7 años ,2021,24
540184405,U.G.L. Nº 10 (Ext. Esc. Nº 358),Común - Secundaria Completa req. 7 años ,2021,22
540184406,U.G.L. Nº 10 (Ext. Esc. Nº 456),Común - Secundaria Completa req. 7 años ,2021,14
540184407,U.G.L. Nº 10 (Ext. Esc. Nº 488),Común - Secundaria Completa req. 7 años ,2021,10
540184408,U.G.L. Nº 10 (Ext. Esc. Nº 639),Común - Secundaria Completa req. 7 años ,2021,35
540184409,U.G.L. Nº 10 (Ext. Esc. Nº 702),Común - Secundaria Completa req. 7 años ,2021,21
540184501,U.G.L. Nº 11 (Ext. Esc. Nº 226),Común - Secundaria Completa req. 7 años ,2021,24
540184503,U.G.L. Nº 11 (Ext. Esc. Nº 55),Común - Secundaria Completa req. 7 años ,2021,49
540184506,U.G.L. Nº 11 (Ext. Esc. Nº 139),Común - Secundaria Completa req. 7 años ,2021,26
540184507,U.G.L. Nº 11 (Ext. Esc. Nº 148),Común - Secundaria Completa req. 7 años ,2021,17
540184509,U.G.L. Nº 11 (Ext. Esc. Nº 175),Común - Secundaria Completa req. 7 años ,2021,4
540184510,U.G.L. Nº 11 (Ext. Esc. Nº 176),Común - Secundaria Completa req. 7 años ,2021,28
540184511,U.G.L. Nº 11 (Ext. Esc. Nº 178),Común - Secundaria Completa req. 7 años ,2021,17
540184512,U.G.L. Nº 11 (Ext. Esc. Nº 195),Común - Secundaria Completa req. 7 años ,2021,28
540184513,U.G.L. Nº 11 (Ext. Esc. Nº 196),Común - Secundaria Completa req. 7 años ,2021,33
540184514,U.G.L. Nº 11 (Ext. Esc. Nº 257),Común - Secundaria Completa req. 7 años ,2021,15
540184515,U.G.L. Nº 11 (Ext. Esc. Nº 620),Común - Secundaria Completa req. 7 años ,2021,16
540184516,U.G.L. Nº 11 (Ext. Esc. Nº 624),Común - Secundaria Completa req. 7 años ,2021,40
540184517,U.G.L. Nº 11 (Ext. Esc. Nº 629),Común - Secundaria Completa req. 7 años ,2021,14
540184518,U.G.L. Nº 11 (Ext. Esc. Nº 712),Común - Secundaria Completa req. 7 años ,2021,5
540184519,U.G.L. Nº 11 (Ext. Esc. Nº 772),Común - Secundaria Completa req. 7 años ,2021,42
540184520,U.G.L. Nº 11 (Ext. Esc. Nº 223),Común - Secundaria Completa req. 7 años ,2021,13
540184521,U.G.L. Nº 11 (Ext. Esc. Nº 337),Común - Secundaria Completa req. 7 años ,2021,9
540184601,U.G.L. Nº 12 (Ext. Esc. Nº 454),Común - Secundaria Completa req. 7 años ,2021,17
540184602,U.G.L. Nº 12 (Ext. Esc. Nº 259),Común - Secundaria Completa req. 7 años ,2021,10
540184603,U.G.L. Nº 12 (Ext. Esc. Nº 480),Común - Secundaria Completa req. 7 años ,2021,21
540184604,U.G.L. Nº 12 (Ext. Esc. Nº 313),Común - Secundaria Completa req. 7 años ,2021,15
540184606,U.G.L. Nº 12 (Ext. Esc. Nº 559),Común - Secundaria Completa req. 7 años ,2021,18
540184607,U.G.L. Nº 12 (Ext. Esc. Nº 368),Común - Secundaria Completa req. 7 años ,2021,17
540184610,U.G.L. Nº 12 (Ext. Esc. Nº 727),Común - Secundaria Completa req. 7 años ,2021,54
540184612,U.G.L. Nº 12 (Ext. Esc. Nº 465),Común - Secundaria Completa req. 7 años ,2021,10
540184613,"U.G.L. Nº 12 (Ext. Aula Sat. Nº 01: ""ESC. Nº 743"")",Común - Secundaria Completa req. 7 años ,2021,6
540184614,U.G.L. Nº 12 (Ext. Esc. Nº 260),Común - Secundaria Completa req. 7 años ,2021,13
540184615,U.G.L. Nº 12 (Ext. Esc. Nº 44),Común - Secundaria Completa req. 7 años ,2021,20
540184616,U.G.L. Nº 12 (Ext. Esc. Nº 378),Común - Secundaria Completa req. 7 años ,2021,18
540184701,U.G.L. Nº 13 (Ext. Esc. Nº 440),Común - Secundaria Completa req. 7 años ,2021,33
540184702,U.G.L. Nº 13 (Ext. Esc. Nº 648),Común - Secundaria Completa req. 7 años ,2021,59
